product_name,product_category,product_price,product_description,product_rating,product_stock,product_brand,product_color,product_size,product_discount
Pumpkin Spice Creamer,Food - Beverages,348.89,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,3,678,Puma,blue,M,2.35
Gardening Tool Belt,Garden,535.73,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,1,359,Adidas,green,XL,32.83
Frozen Mixed Berries,Food - Frozen Foods,608.62,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,2,578,Nike,green,S,49.62
Electric Rice Cooker,Kitchen,72.74,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2,844,Adidas,blue,XL,6.8
Fresh Strawberries,Food - Produce,437.46,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,2,218,Nike,red,XL,33.21
Mediterranean Chickpea Bowl,Food - Prepared Foods,268.78,luctus cum sociis natoque penatibus et magnis dis parturient montes,5,919,Nike,black,S,28.05
Gingerbread House Kit,Food - Baking,209.7,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2,215,Nike,black,S,22.67
Screen Cleaning Kit,Electronics,484.16,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2,2,Nike,red,XL,34.83
Warm Wool Sweater,Clothing - Tops,62.66,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,2,520,Puma,blue,L,12.28
Garden Vegetable Soup,Food - Canned Goods,379.36,at nunc commodo placerat praesent blandit nam nulla integer pede justo,3,45,Adidas,green,M,44.37
Pumpkin Ice Cream,Food - Frozen Foods,215.37,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,3,117,Puma,blue,M,18.12
Outdoor Adventure Backpack,Outdoor,289.17,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,2,655,Puma,blue,S,7.63
Cream Cheese,Food - Dairy,677.55,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,5,311,Puma,blue,L,34.55
Almond Butter Granola Bars,Food - Snacks,521.34,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,5,357,Nike,green,L,39.1
Spiralizer,Kitchen,952.49,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,3,928,Puma,red,L,9.12
Cauliflower Crust Pizza,Food - Freezer,802.6,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2,335,Puma,green,S,34.49
Sweet and Spicy Barbecue Sauce,Food - Condiments,697.09,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,4,905,Adidas,red,L,18.82
Cucumber Relish,Food - Condiments,165.87,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,2,490,Nike,black,L,46.23
Microfiber Cleaning Cloths,Home,997.67,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,3,258,Nike,red,XL,15.65
Outdoor Portable Fire Pit,Outdoor,926.62,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,1,958,Nike,blue,L,28.96
Beef Stroganoff Meal Kit,Food - Frozen Meals,229.26,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,3,550,Puma,red,M,44.29
Cranberry Almond Granola,Food - Breakfast,466.64,nisl aenean lectus pellentesque eget nunc donec quis orci eget,3,573,Puma,black,M,41.76
Chocolate Dipped Fruit,Food - Snacks,710.93,non sodales sed tincidunt eu felis fusce posuere felis sed,1,908,Puma,red,M,21.83
Self-Cleaning Water Bottle,Fitness,235.19,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,3,106,Adidas,blue,M,43.2
Wireless HDMI Transmitter,Electronics,559.17,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,3,355,Puma,blue,XL,45.7
Cinnamon Spiced Almonds,Food - Snacks,166.31,blandit mi in porttitor pede justo eu massa donec dapibus,3,331,Adidas,green,S,38.45
Self-Inflating Camping Mattress,Outdoor,260.96,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,5,368,Adidas,blue,L,21.19
Fleece Lined Leggings,Clothing,24.98,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,3,694,Puma,green,M,13.3
Sweetened Condensed Milk,Food - Baking Goods,288.6,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,4,976,Adidas,blue,M,38.57
Fitness Mat,Fitness,410.06,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,5,337,Nike,blue,S,13.8
Pet Hair Vacuum Attachment,Pets,503.72,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,3,775,Adidas,blue,M,30.75
Apple Juice,Food - Beverages,130.8,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,2,982,Puma,red,M,15.05
Cranberry Citrus Sauce,Food - Condiments,681.43,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,2,368,Adidas,blue,XL,16.18
Organic Tomato Soup,Food - Canned Goods,528.24,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,1,520,Adidas,green,S,10.09
Caramelized Onion Dip,Food - Dairy,556.37,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,1,424,Puma,red,XL,17.91
Peanut Butter,Food - Condiments,594.51,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,1,976,Adidas,red,S,24.24
Chili Lime Seasoning,Food - Spices,440.85,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,5,457,Adidas,red,L,27.69
3D Night Light,Home,214.5,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,2,228,Adidas,blue,M,15.47
Customizable Name Plate,Office,261.45,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,2,813,Adidas,black,XL,29.06
Crispy Kale Chips,Food - Snacks,879.0,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,1,293,Adidas,red,M,0.9
Oven-Baked Chicken Tenders,Food - Meat,520.15,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,4,558,Adidas,blue,M,7.43
Handheld Vacuum,Home Appliances,461.27,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,4,432,Nike,black,M,23.06
Organic Blueberries,Food - Fruits,485.8,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,1,729,Puma,blue,L,15.41
Car Emergency Kit,Automotive,994.77,lectus in est risus auctor sed tristique in tempus sit amet,4,798,Adidas,black,S,34.1
Wire Shelving Unit,Home,323.09,duis ac nibh fusce lacus purus aliquet at feugiat non pretium,3,194,Puma,red,M,25.02
Cranberry Juice,Food - Beverages,497.75,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,2,812,Nike,red,XL,9.14
Roasted Garlic,Food - Condiments,450.42,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,2,381,Nike,black,S,4.92
Wireless Charging Pad,Accessories,361.99,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,1,98,Nike,blue,M,45.8
Honey Garlic Chicken,Food - Meat,810.28,morbi non lectus aliquam sit amet diam in magna bibendum,1,127,Nike,black,M,23.81
Dog Collar,Pets,653.32,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,2,694,Puma,green,S,34.15
Handmade Wooden Utensil Set,Kitchen,37.99,dolor morbi vel lectus in quam fringilla rhoncus mauris enim,1,102,Adidas,black,S,42.84
Indian Curry Sauce,Food - Condiments,368.44,nulla sed accumsan felis ut at dolor quis odio consequat varius integer,3,674,Puma,blue,M,40.77
Mini Indoor Herb Garden Kit,Garden,49.35,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,1,99,Adidas,green,L,36.79
LED Under Cabinet Lighting,Home,982.11,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,2,98,Nike,blue,M,38.4
LED Desk Lamp,Home,745.96,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,4,790,Puma,black,XL,8.23
Canvas Wall Art,Home,519.21,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,3,602,Adidas,black,L,28.76
Veggie Lovers Pizza,Food - Frozen Foods,334.24,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,5,8,Adidas,red,L,29.25
Sun-Dried Tomatoes,Food - Vegetables,958.87,proin leo odio porttitor id consequat in consequat ut nulla sed,3,85,Nike,red,L,17.8
Slim Wallet,Accessories,40.85,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,1,822,Adidas,red,S,47.69
Hand Mixer,Kitchen,723.84,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,1,483,Nike,black,L,19.57
Kettle BBQ Grill,Outdoor,303.75,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,4,598,Nike,blue,XL,49.06
Popcorn Chicken,Food - Frozen,773.57,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,5,918,Puma,green,XL,46.45
Pet Safety Harness,Pets,709.34,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2,53,Puma,green,M,39.53
Pet Safety Harness,Pets,378.11,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,5,4,Puma,green,S,46.23
Herb-Infused Olive Oil,Food - Oils,670.51,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,5,418,Adidas,blue,L,19.87
Almond Joy Munch Bars,Food - Snacks,285.63,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,2,404,Nike,red,M,44.97
Cinnamon Raisin Bagels,Food - Bakery,698.86,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,2,405,Nike,red,XL,41.47
Vanilla Bean Greek Yogurt,Food - Dairy,628.52,justo nec condimentum neque sapien placerat ante nulla justo aliquam,1,822,Nike,black,S,4.28
Slim Fit Chinos,Clothing - Pants,988.57,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,2,523,Nike,blue,S,31.87
Ginger Snaps,Food - Confectionery,738.86,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,5,728,Nike,red,L,25.46
Chia Seed Pudding,Food - Snacks,47.22,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,2,971,Puma,blue,S,5.83
Honey Mustard Dip,Food - Condiments,768.53,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,2,830,Nike,green,L,25.49
Organic Spinach,Food - Produce,726.41,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,3,1000,Nike,red,XL,36.45
Cinnamon Roll Protein Bar,Food - Snacks,307.02,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,2,361,Puma,black,XL,22.77
LED Desk Light,Home,100.95,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,1,615,Nike,black,XL,0.68
Almond Butter Granola Bars,Food - Snacks,491.13,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,2,967,Nike,black,S,41.69
Frozen Chicken Nuggets,Food - Frozen Foods,972.89,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,5,519,Nike,blue,XL,26.93
Chocolate Mint Thins,Food - Snacks,775.7,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,4,601,Nike,green,M,31.23
Home Delivery Food Journal,Health,47.38,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,2,26,Nike,red,L,21.51
Rechargeable Laptop Battery Pack,Electronics,351.93,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,5,863,Puma,blue,M,21.55
Portable Grill Cover,Outdoor,943.41,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,2,780,Puma,black,S,32.64
Portable Solar Phone Charger,Electronics,114.38,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,3,879,Nike,green,M,43.57
Laundry Detergent,Food - Household,73.62,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,2,367,Adidas,black,M,32.79
Savory Breakfast Sausage,Food - Meats,438.47,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,1,90,Adidas,blue,XL,35.97
Robot Vacuum Cleaner,Home Appliances,494.45,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,5,649,Adidas,blue,XL,8.08
Sweet Potato Tots,Food - Frozen Foods,314.09,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,3,252,Adidas,blue,S,33.29
Creamy Ranch Dressing,Food - Dressings,183.63,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,2,300,Adidas,green,XL,1.53
Tropical Fruit Bowl,Food - Snacks,316.45,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,1,23,Puma,green,M,1.92
Emergency Preparedness Kit,Safety,648.96,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,1,274,Puma,red,XL,17.17
Cucumber Relish,Food - Condiments,858.86,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,3,482,Puma,black,L,48.43
Almond Joy Protein Bars,Food - Snacks,442.79,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,2,471,Nike,red,XL,31.3
Brussels Sprouts,Food - Produce,260.4,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,5,940,Adidas,black,XL,0.89
Berries Medley,Food - Produce,516.94,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,4,681,Adidas,black,L,9.15
Brownie Bites,Food - Baked Goods,916.77,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,5,766,Nike,red,S,41.81
Almond Crunch Granola Bars,Food - Snacks,699.06,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,4,378,Nike,black,M,48.63
Peach Mango Smoothie,Food - Beverages,401.15,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,5,322,Nike,black,M,16.51
Foldable Yoga Mat,Fitness,65.19,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,1,761,Puma,red,M,13.87
Spicy Italian Sausage,Food - Meat & Seafood,778.01,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,5,965,Nike,red,S,21.31
Sketchbook,Art Supplies,797.12,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,1,719,Nike,black,M,6.14
Non-Stick Baking Sheets,Kitchen,209.05,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,3,552,Adidas,blue,XL,37.31
Pepper Jack Cheese Slices,Food - Dairy,635.67,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,5,822,Adidas,green,M,32.23
Organic Quinoa Salad,Food - Prepared Meals,742.84,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,2,364,Adidas,black,S,6.21
Pet Food Storage Container,Pets,346.92,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,1,699,Adidas,red,S,35.13
Smartphone Hand Grip,Accessories,196.72,mi nulla ac enim in tempor turpis nec euismod scelerisque,2,747,Nike,green,S,8.26
Bamboo Memory Foam Pillow,Home,388.96,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,2,589,Puma,green,M,36.64
Electric Wine Opener,Kitchen,96.67,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,5,263,Nike,blue,S,35.47
Aeropress Coffee Maker,Kitchen,577.06,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,5,858,Puma,blue,S,25.38
Wireless Security System,Home Security,518.16,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,4,333,Puma,blue,L,24.16
Solar Garden Lights,Outdoor,88.9,non quam nec dui luctus rutrum nulla tellus in sagittis dui,3,289,Adidas,red,L,48.32
Kids' Art Supplies Kit,Toys,405.6,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,1,812,Nike,red,S,37.0
Garden Hoses with Expandable Features,Garden,123.18,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,2,713,Adidas,blue,XL,36.36
Stylish Combat Boots,Clothing - Shoes,300.04,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,5,995,Nike,red,XL,32.35
Crispy Chickpeas,Food - Snacks,531.38,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,2,845,Nike,black,M,29.65
Waffle Maker,Kitchen,742.81,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,3,525,Nike,black,M,13.07
Honey Mustard Chicken Breasts,Food - Meat,216.16,nulla tellus in sagittis dui vel nisl duis ac nibh,2,604,Adidas,black,XL,6.37
Fresh Lemons,Food - Fresh Produce,379.46,erat quisque erat eros viverra eget congue eget semper rutrum nulla,5,885,Puma,red,L,17.43
Outdoor Inflatable Pool,Outdoor,762.52,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,5,286,Adidas,green,XL,12.22
Baked Mac and Cheese,Food - Frozen Foods,188.75,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,5,38,Puma,green,S,21.6
Smart Thermostat with Wi-Fi,Smart Home,24.26,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,3,915,Nike,green,S,39.38
Ankle Boots,Clothing - Footwear,177.1,potenti in eleifend quam a odio in hac habitasse platea dictumst,2,601,Nike,blue,M,5.09
Buffalo Wing Sauce,Food - Condiments,278.83,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,1,494,Puma,black,L,27.37
Maple Almond Yogurt,Food - Dairy,792.59,phasellus in felis donec semper sapien a libero nam dui proin leo odio,3,920,Nike,green,L,29.77
Butternut Squash Soup,Food - Soups,119.88,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,5,254,Nike,black,M,16.35
Winter Insulated Jacket,Clothing,526.02,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,3,549,Adidas,blue,S,20.75
Cherry Almond Protein Bar,Food - Snacks,191.35,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,5,285,Adidas,blue,S,17.74
Electric Rice Cooker,Kitchen,887.71,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,5,633,Adidas,blue,M,7.48
Asian Stir-Fry Vegetables,Food - Frozen Foods,584.87,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,1,888,Puma,red,M,25.58
Apple Pie Filling,Food - Canned Goods,424.58,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,1,678,Nike,black,XL,0.28
Wooden Puzzle Game,Toys,202.67,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,3,713,Puma,blue,L,30.56
Eco-Friendly Disposable Plates,Kitchen,475.32,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,4,93,Nike,red,L,8.83
Chic Jumpsuit,Clothing - Jumpsuits,440.73,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,1,576,Adidas,black,XL,30.54
Marinara Sauce,Food - Condiments,318.07,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,3,113,Puma,blue,S,48.87
Organic Whole Grain Oats,Food - Breakfast,485.61,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,1,694,Nike,green,S,22.19
Baby Monitor,Baby,114.82,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,1,237,Puma,blue,M,4.38
Frozen Berry Medley,Food - Frozen Foods,401.93,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,1,54,Puma,red,S,40.83
Self-Cleaning Water Bottle,Fitness,109.59,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,3,166,Puma,black,XL,44.92
Wireless Induction Charger,Electronics,763.09,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,5,921,Adidas,green,M,1.38
Self-Stirring Mug,Kitchen,683.87,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,1,289,Nike,blue,S,10.19
Frozen Berry Medley,Food - Frozen Foods,672.41,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,1,196,Nike,blue,XL,45.67
Electric Rice Cooker,Kitchen,37.4,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,2,105,Adidas,green,XL,40.06
Ranch Dressing,Food - Condiments,707.88,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,1,109,Adidas,black,XL,7.65
Smart Thermostat,Smart Home,337.98,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,2,469,Nike,red,S,10.29
Warm Knit Beanie,Clothing - Accessories,189.24,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,1,914,Adidas,red,M,46.03
Organic Black Bean Burger,Food - Frozen Foods,111.54,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,3,716,Nike,blue,S,5.67
Adjustable Kneeling Pad,Garden,739.15,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,1,151,Adidas,red,XL,2.41
Spicy Garlic Edamame,Food - Snacks,965.83,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,5,68,Nike,red,M,6.79
Gluten-Free Brownies,Food - Baking,424.93,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,4,49,Adidas,black,S,39.87
